Customer ID,Invoice,Quantity,TotalPrice,Cluster
12573.0,4,395,556.87,0
12575.0,2,315,622.8199999999999,0
12576.0,3,527,826.89,0
12577.0,5,725,995.9499999999999,0
12578.0,2,1184,1847.94,0
12580.0,1,331,637.2,0
12582.0,2,685,1469.04,0
12583.0,13,3924,7166.0599999999995,3
12586.0,3,608,1865.73,0
12588.0,3,385,743.88,0
12589.0,6,1458,4048.98,0
12591.0,2,449,899.3,0
12592.0,3,1585,2145.06,0
12594.0,5,991,1751.89,0
12595.0,1,271,299.02,0
12598.0,3,942,1511.01,0
12599.0,6,1233,1264.14,0
12600.0,12,640,2444.88,0
12601.0,1,45,104.19999999999999,0
12605.0,4,929,1232.95,0
12606.0,1,1,21.0,0
12608.0,1,323,415.79,0
12609.0,6,905,2309.01,0
12613.0,5,2519,3490.69,0
12615.0,4,1941,3449.79,0
12616.0,1,214,417.8,0
12619.0,1,140,140.14,0
12621.0,16,6493,11086.14,3
12623.0,6,1781,3442.7400000000002,0
12625.0,2,1697,2481.06,0
12629.0,2,722,1558.22,0
12631.0,5,1371,2841.07,0
12632.0,2,694,804.88,0
12633.0,3,2076,3514.18,0
12634.0,2,337,490.0,0
12635.0,2,777,1241.23,0
12636.0,1,1,141.0,0
12637.0,4,1282,2318.41,0
12638.0,1,86,249.8,0
12639.0,2,430,826.27,0
12643.0,6,2977,5005.78,0
12644.0,3,707,1440.58,0
12645.0,4,1041,1764.12,0
12647.0,27,5455,14201.53,3
12648.0,3,358,793.95,0
12649.0,5,1373,1671.1399999999999,0
12651.0,3,187,263.75,0
12652.0,1,31,97.05000000000001,0
12653.0,1,762,1950.98,0
12655.0,1,80,261.35,0
12656.0,3,1137,2356.66,0
12661.0,1,216,162.0,0
12662.0,10,1523,3138.2400000000002,0
12663.0,2,181,239.4,0
12664.0,2,292,1188.16,0
12665.0,2,128,250.6,0
12666.0,1,370,1248.42,0
12668.0,6,3442,7637.53,0
12670.0,2,230,764.24,0
12671.0,1,1460,2622.481,0
12672.0,1,60,211.15,0
12673.0,1,349,619.5,0
12675.0,2,337,958.5,0
12676.0,5,1197,1511.7,0
12677.0,2,176,395.1,0
12678.0,9,11449,16652.72,3
12681.0,24,10060,17080.74,3
12682.0,23,5443,11745.69,3
12683.0,8,2696,4220.21,0
12686.0,1,107,89.14,0
12687.0,2,1403,2138.91,0
12691.0,1,51,134.6,0
12692.0,1,36,110.95,0
12693.0,3,281,847.11,0
12694.0,1,846,973.68,0
12695.0,3,234,825.02,0
12696.0,2,564,851.91,0
12698.0,1,111,339.75,0
12699.0,1,373,638.11,0
12701.0,4,1049,1648.7,0
12703.0,3,431,722.98,0
12705.0,5,3191,4893.81,0
12708.0,9,1214,2601.19,0
12709.0,20,10047,21356.82,3
12711.0,2,770,1339.05,0
12712.0,10,1287,2797.53,0
12714.0,7,5705,9384.85,3
12717.0,1,94,277.93,0
12720.0,6,1645,2478.94,0
12721.0,2,696,1356.95,0
12724.0,3,934,1286.11,0
12725.0,4,1142,2266.76,0
12726.0,4,1475,1405.5,0
12727.0,3,734,1698.8300000000002,0
12728.0,1,124,233.84,0
12730.0,1,234,829.25,0
12731.0,5,3204,6879.8,0
12733.0,3,759,2040.92,0
12734.0,2,177,529.25,0
12737.0,2,2,3710.5,0
12738.0,1,148,155.35,0
12739.0,2,465,1713.69,0
12741.0,2,214,406.07,0
12742.0,1,1359,1201.52,0
12744.0,4,1753,4037.77,0
12745.0,3,468,925.41,0
12746.0,1,97,254.55,0
12747.0,16,1483,5080.53,3
12748.0,144,13362,22879.66,1
12749.0,4,889,2806.48,0
12751.0,1,189,268.27,0
12755.0,10,2290,5218.709999999999,0
12758.0,5,4020,7111.650000000001,0
12759.0,5,2300,3489.3,0
12760.0,1,198,347.8,0
12761.0,2,281,782.95,0
12763.0,1,196,320.08,0
12765.0,6,1009,1404.58,0
12766.0,3,1800,3078.65,0
12767.0,1,598,949.82,0
12768.0,1,102,168.69000000000003,0
12770.0,1,1100,1895.0,0
12771.0,1,104,282.3,0
12773.0,1,109,124.25,0
12774.0,1,53,98.7,0
12775.0,2,206,300.08,0
12776.0,1,46,55.5,0
12777.0,1,458,519.45,0
12778.0,3,910,953.45,0
12779.0,7,1617,2740.91,0
12780.0,1,285,337.4,0
12782.0,6,931,2287.32,0
12784.0,1,582,1230.33,0
12785.0,2,322,788.45,0
12786.0,1,324,728.5,0
12787.0,1,249,398.52,0
12788.0,4,194,444.9,0
12789.0,2,32,181.5,0
12790.0,1,140,266.93,0
12791.0,6,353,863.51,0
12792.0,1,177,426.47,0
12793.0,2,231,471.85,0
12796.0,1,182,381.0,0
12797.0,2,215,552.08,0
12798.0,1,3199,1533.8899999999999,0
12799.0,1,137,219.35,0
12800.0,3,284,584.25,0
12801.0,1,505,1071.82,0
12802.0,6,1658,1988.84,0
12803.0,1,872,1092.81,0
12804.0,2,271,327.02,0
12805.0,4,593,1434.95,0
12806.0,4,2087,2878.96,0
12807.0,1,145,330.35,0
12808.0,3,187,422.45,0
12809.0,2,298,1266.63,0
12810.0,2,389,534.99,0
12811.0,2,205,519.05,0
12813.0,3,1141,1687.8,0
12817.0,2,166,524.94,0
12819.0,1,344,540.52,0
12820.0,7,1244,1747.18,0
12821.0,1,92,128.07999999999998,0
12823.0,13,700,4742.0,3
12825.0,2,139,518.63,0
12826.0,6,937,1481.03,0
12829.0,1,174,92.30000000000001,0
12831.0,2,168,236.06,0
12835.0,41,2357,6043.31,3
12836.0,11,1172,3972.76,0
12837.0,1,185,554.31,0
12838.0,9,1486,2715.35,0
12839.0,13,3042,4480.31,3
12840.0,3,747,1315.2,0
12841.0,17,2657,3518.33,3
12842.0,2,340,799.0,0
12843.0,22,2250,4886.15,3
12844.0,2,98,322.64,0
12846.0,1,1,15.58,0
12847.0,1,624,765.36,0
12848.0,1,58,208.0,0
12849.0,4,1259,2039.67,0
12850.0,1,200,330.0,0
12851.0,1,51,148.95,0
12853.0,5,868,1950.4,0
12854.0,4,1008,1669.52,0
12855.0,4,240,612.84,0
12857.0,4,1077,2581.6,0
12858.0,1,63,177.92,0
12859.0,1,292,575.1,0
12860.0,1,27,55.47,0
12861.0,1,27,68.25,0
12862.0,2,613,1008.3199999999999,0
12863.0,5,707,2271.35,0
12864.0,1,231,152.45,0
12865.0,2,1048,1755.24,0
12866.0,2,382,668.23,0
12867.0,6,3641,3876.47,0
12868.0,3,354,640.0,0
12869.0,1,144,337.66999999999996,0
12870.0,3,906,1676.95,0
12871.0,1,284,363.38,0
12872.0,11,1536,3085.52,0
12873.0,2,658,1653.3,0
12874.0,2,623,948.42,0
12875.0,3,3168,1013.76,0
12876.0,2,1106,1863.77,0
12877.0,8,1084,1419.4,0
12880.0,2,279,640.13,0
12887.0,1,100,222.4,0
12889.0,4,124,385.46000000000004,0
12890.0,1,207,336.8,0
12891.0,8,1375,509.5,0
12892.0,1,140,263.38,0
12894.0,1,33,157.35,0
12897.0,2,139,297.75,0
12898.0,2,240,310.96000000000004,0
12899.0,1,108,366.4,0
12900.0,1,139,340.33,0
12903.0,1,493,833.53,0
12905.0,2,532,1018.42,0
12907.0,2,177,508.91,0
12908.0,3,1800,1026.0,0
12909.0,3,668,924.52,0
12910.0,5,1940,2721.48,0
12911.0,1,820,1680.47,0
12913.0,9,1813,4217.2300000000005,0
12914.0,1,336,223.98,0
12915.0,3,359,811.1,0
12916.0,3,655,1647.87,0
12917.0,5,984,3765.2,0
12918.0,1,1,10953.5,0
12920.0,3,292,323.86,0
12921.0,39,12182,19333.95,3
12923.0,2,168,612.9,0
12924.0,8,942,1535.7,0
12925.0,1,108,35.28,0
12926.0,4,766,1548.46,0
12927.0,1,145,197.31,0
12928.0,7,1427,2242.19,0
12931.0,42,34902,50291.38,1
12932.0,8,1609,1698.56,0
12933.0,5,460,1079.5,0
12934.0,1,31,181.65,0
12935.0,8,1348,2083.16,0
12937.0,5,976,1593.34,0
12939.0,12,5452,13683.0,3
12941.0,1,381,377.49,0
12942.0,1,69,258.75,0
12943.0,2,222,496.5,0
12945.0,1,281,437.16,0
12946.0,1,149,324.45,0
12947.0,1,184,304.04,0
12948.0,2,224,252.48000000000002,0
12949.0,14,5852,11359.48,3
12951.0,9,1159,2149.65,0
12953.0,1,280,498.96000000000004,0
12954.0,1,83,162.45,0
12956.0,3,306,413.82,0
12957.0,5,2137,4689.43,0
12958.0,2,131,539.49,0
12959.0,1,109,150.95,0
12960.0,4,1379,1322.07,0
12961.0,1,180,211.99,0
12963.0,5,928,1744.96,0
12964.0,1,56,132.24,0
12967.0,2,834,2646.02,0
12969.0,1,55,122.45,0
12970.0,6,704,1072.73,0
12971.0,33,5298,4782.88,3
12972.0,4,844,1161.2,0
12973.0,1,31,385.55,0
12974.0,1,80,264.15,0
12975.0,6,911,2100.09,0
12976.0,7,2123,2417.7799999999997,0
12977.0,3,119,478.39,0
12978.0,5,1394,2502.82,0
12979.0,1,520,517.7,0
12980.0,12,1024,8870.880000000001,3
12982.0,7,1441,2354.27,0
12983.0,1,638,490.08000000000004,0
12986.0,10,1164,2729.84,0
12987.0,3,366,753.51,0
12989.0,18,3992,6627.64,3
12990.0,4,280,546.0,0
12991.0,1,78,261.06,0
12992.0,1,21,93.35000000000001,0
12993.0,4,511,844.87,0
12996.0,1,122,355.5,0
12997.0,4,522,884.02,0
12998.0,3,1124,920.08,0
13000.0,1,169,497.65000000000003,0
13001.0,20,8034,14353.28,3
13002.0,2,128,293.18,0
13004.0,18,3946,5994.94,3
13005.0,2,290,485.98,0
13007.0,1,59,175.25,0
13008.0,2,204,382.66,0
13009.0,1,120,234.0,0
13010.0,2,323,330.12,0
13011.0,1,13,50.550000000000004,0
13012.0,3,739,1310.99,0
13013.0,18,4239,7814.83,3
13014.0,1,1074,1914.8,0
13015.0,6,1918,3240.14,0
13018.0,7,1311,2485.46,0
13019.0,6,397,1229.95,0
13020.0,2,278,618.96,0
13021.0,8,1194,2270.86,0
13022.0,1,35,65.3,0
13023.0,1,299,759.13,0
13024.0,2,181,555.87,0
13025.0,1,241,323.39,0
13026.0,4,846,757.72,0
13027.0,13,25800,10423.2,3
13029.0,2,60,679.8,0
13030.0,1,204,427.74,0
13031.0,5,2399,3419.27,0
13032.0,7,906,1833.37,0
13033.0,1,15,30.0,0
13034.0,2,153,279.91,0
13035.0,1,282,442.32,0
13036.0,1,38,307.1,0
13037.0,9,1699,3033.88,0
13039.0,4,290,1010.73,0
13041.0,4,335,799.13,0
13042.0,3,830,1556.54,0
13044.0,10,2124,4293.43,0
13045.0,2,184,503.64,0
13046.0,1,241,319.94,0
13047.0,17,2055,5557.62,3
13048.0,5,1467,2248.3,0
13049.0,2,352,751.5600000000001,0
13050.0,19,3458,6507.67,3
13051.0,2,72,155.8,0
13052.0,6,1232,2820.38,0
13053.0,1,47,127.65,0
13055.0,1,927,1106.7,0
13056.0,1,158,209.48,0
13057.0,3,466,722.09,0
13059.0,9,829,2119.77,0
13063.0,1,116,188.4,0
13064.0,2,154,561.25,0
13065.0,5,381,1055.05,0
13067.0,2,99,393.05,0
13069.0,16,9519,5247.01,3
13070.0,3,262,522.9,0
13071.0,1,30,129.22,0
13073.0,2,261,418.08,0
13074.0,4,826,1378.74,0
13076.0,1,44,135.4,0
13077.0,8,1922,2335.4,0
13078.0,32,6553,16904.510000000002,3
13079.0,1,96,199.08,0
13080.0,3,73,222.65,0
13081.0,19,22355,30867.77,3
13082.0,12,4142,3722.12,3
13083.0,1,120,91.67999999999999,0
13084.0,1,144,122.39999999999999,0
13085.0,6,728,2017.2,0
13086.0,1,155,439.33000000000004,0
13087.0,1,86,313.64,0
13088.0,1,76,236.11,0
13089.0,109,29164,57912.03,1
13090.0,13,1182,5192.27,3
13091.0,2,873,1976.0,0
13092.0,7,385,1662.45,0
13093.0,48,22266,47111.18,1
13094.0,2,372,505.8,0
13096.0,1,6,419.70000000000005,0
13097.0,18,3033,7378.8,3
13101.0,3,365,594.21,0
13102.0,14,2372,5272.83,3
13103.0,2,344,465.70000000000005,0
13104.0,3,330,610.62,0
13105.0,1,100,72.0,0
13106.0,1,213,526.96,0
13107.0,5,3023,3721.45,0
13108.0,2,745,748.46,0
13109.0,1,237,347.49,0
13110.0,5,375,1468.8000000000002,0
13111.0,1,180,321.88000000000005,0
13112.0,1,11,20.6,0
13113.0,14,1500,6379.7699999999995,3
13114.0,1,74,234.38,0
13115.0,6,2367,3199.92,0
13117.0,12,1122,1658.8999999999999,0
13118.0,4,424,1217.6,0
13119.0,1,110,134.9,0
13123.0,2,268,506.75,0
13124.0,1,636,916.12,0
13125.0,1,54,158.57,0
13126.0,7,1266,1898.6100000000001,0
13128.0,1,31,263.5,0
13129.0,2,296,233.25,0
13131.0,4,1076,2240.47,0
13133.0,1,23,90.65,0
13134.0,2,305,681.65,0
13135.0,1,123,275.45,0
13136.0,8,1781,3666.9500000000003,0
13137.0,8,2068,4062.29,0
13138.0,2,245,504.85,0
13139.0,1,2189,3138.04,0
13140.0,3,462,791.96,0
13141.0,12,3621,5279.83,3
13143.0,1,198,405.1,0
13144.0,1,8,24.4,0
13145.0,4,121,805.0,0
13148.0,14,2596,4914.6900000000005,3
13150.0,3,171,449.96999999999997,0
13151.0,2,469,1322.8700000000001,0
13152.0,7,977,2146.38,0
13154.0,3,976,1624.84,0
13155.0,3,412,778.42,0
13156.0,3,914,1586.54,0
13157.0,5,3323,3946.14,0
13158.0,1,208,307.12,0
13161.0,1,77,366.13,0
13162.0,12,4042,7587.2,3
13163.0,1,3,17.65,0
13164.0,2,120,372.2,0
13165.0,1,360,429.68,0
13166.0,1,311,466.98,0
13167.0,1,222,333.82,0
13168.0,1,230,556.12,0
13169.0,1,24,127.2,0
13172.0,1,48,69.6,0
13173.0,10,1343,2285.7,0
13174.0,10,3146,6677.81,3
13175.0,2,423,831.45,0
13177.0,1,89,229.75,0
13178.0,10,5208,8333.72,3
13179.0,1,368,572.3100000000001,0
13180.0,1,42,86.10000000000001,0
13181.0,1,171,359.69,0
13183.0,6,1819,3078.4,0
13187.0,3,280,130.99,0
13190.0,3,308,570.66,0
13191.0,1,115,164.69,0
13192.0,4,1034,1646.6399999999999,0
13194.0,1,300,412.08,0
13195.0,1,83,172.38,0
13196.0,3,782,1271.06,0
13197.0,1,204,373.01000000000005,0
13198.0,2,801,1572.99,0
13199.0,30,5843,6615.77,3
13201.0,4,1039,1240.6100000000001,0
13202.0,7,572,1580.3,0
13203.0,6,1613,1778.79,0
13204.0,1,428,966.6600000000001,0
13205.0,1,256,2803.2,0
13206.0,13,7155,8377.32,3
13207.0,2,48,285.6,0
13208.0,3,541,764.6,0
13209.0,5,1528,2617.9,0
13211.0,7,1016,1531.9,0
13213.0,6,1602,2330.94,0
13214.0,7,2966,3264.23,0
13215.0,1,96,81.6,0
13217.0,1,250,132.5,0
13219.0,1,11,76.23,0
13220.0,1,200,516.8,0
13222.0,1,30,88.5,0
13223.0,4,480,805.9200000000001,0
13225.0,9,3985,9796.23,3
13226.0,1,99,204.25,0
13230.0,17,1970,3553.81,3
13233.0,2,600,571.34,0
13234.0,2,162,356.95,0
13237.0,1,128,643.0,0
13238.0,2,144,305.9,0
13239.0,4,824,1265.1299999999999,0
13240.0,5,561,1074.87,0
13241.0,1,48,115.58,0
13242.0,4,220,429.0,0
13243.0,4,346,677.97,0
13245.0,1,246,558.72,0
13246.0,5,1213,1400.1299999999999,0
13249.0,6,700,897.52,0
13250.0,2,108,256.04,0
13251.0,1,215,252.68,0
13252.0,2,134,399.3,0
13253.0,2,1443,1920.71,0
13254.0,1,43,51.410000000000004,0
13255.0,2,340,504.95,0
13257.0,1,33,149.75,0
13258.0,2,164,336.59999999999997,0
13259.0,8,385,1141.06,0
13262.0,2,122,373.16,0
13263.0,4,610,1250.6200000000001,0
13264.0,1,375,722.5600000000001,0
13266.0,7,2409,2300.78,0
13267.0,18,2135,5236.77,3
13269.0,14,3050,3545.47,3
13270.0,1,200,590.0,0
13274.0,1,199,360.85,0
13275.0,2,140,241.66,0
13276.0,3,694,1348.33,0
13277.0,3,206,264.9,0
13278.0,3,821,893.12,0
13280.0,4,973,1507.77,0
13281.0,1,201,350.85,0
13282.0,1,103,181.05,0
13283.0,2,114,279.7,0
13285.0,2,406,655.47,0
13286.0,1,274,734.91,0
13287.0,3,429,781.59,0
13288.0,5,379,927.61,0
13289.0,1,119,307.95,0
13290.0,1,1,208.63,0
13291.0,10,1386,2959.73,0
13292.0,3,183,415.57,0
13293.0,6,555,1192.94,0
13294.0,1,543,815.79,0
13295.0,3,651,900.77,0
13296.0,5,575,705.11,0
13297.0,3,1731,2278.77,0
13299.0,2,386,1076.2,0
13300.0,2,252,913.62,0
13302.0,1,7,95.45,0
13303.0,1,26,61.72,0
13304.0,3,478,917.57,0
13305.0,7,1129,1753.85,0
13306.0,1,74,53.65,0
13307.0,2,136,258.34,0
13308.0,1,230,284.86,0
13309.0,1,370,249.58,0
13310.0,2,229,409.17,0
13312.0,1,41,124.75,0
13313.0,7,1457,1890.0,0
13315.0,1,232,310.26,0
13316.0,6,14424,7213.84,3
13317.0,13,2114,4212.411,3
13319.0,34,4546,11236.95,3
13320.0,2,423,679.4,0
13324.0,8,3243,3391.52,0
13326.0,1,140,281.76,0
13327.0,14,2879,6251.71,3
13329.0,7,3023,4323.97,0
13330.0,3,1224,1665.25,0
13331.0,1,54,262.4,0
13333.0,3,685,1015.74,0
13334.0,2,1453,2726.93,0
13337.0,1,980,1575.26,0
13338.0,3,895,1958.6,0
13340.0,5,3866,11364.08,0
13346.0,6,180,299.4,0
13357.0,4,1820,3228.41,0
13359.0,1,220,603.75,0
13360.0,4,942,1553.65,0
13361.0,2,324,1450.5,0
13362.0,3,1099,2303.33,0
13363.0,1,436,731.36,0
13367.0,1,253,510.20000000000005,0
13368.0,2,279,498.1,0
13369.0,1,149,308.28000000000003,0
13370.0,1,343,754.87,0
13371.0,2,1019,2297.66,0
13373.0,3,2612,4274.94,0
13374.0,2,135,422.8,0
13375.0,1,682,1013.58,0
13377.0,2,748,1552.88,0
13380.0,1,48,62.4,0
13381.0,6,3096,4585.06,0
13382.0,4,732,1164.59,0
13383.0,1,288,305.28000000000003,0
13384.0,4,1720,2528.9,0
13386.0,2,514,835.46,0
13387.0,1,125,189.44,0
13388.0,1,419,508.55,0
13392.0,1,82,91.14,0
13393.0,4,662,1131.45,0
13394.0,11,2962,4101.68,3
13395.0,2,1324,872.51,0
13397.0,5,906,1647.74,0
13398.0,1,60,213.0,0
13399.0,3,120,275.4,0
13400.0,1,284,310.83,0
13402.0,3,628,913.9000000000001,0
13403.0,2,70,154.5,0
13405.0,3,690,641.36,0
13406.0,2,292,568.92,0
13407.0,3,1690,2244.7,0
13408.0,46,13267,23616.422,3
13410.0,4,726,1198.9,0
13412.0,1,176,487.34999999999997,0
13413.0,6,455,429.44,0
13414.0,3,1128,1103.64,0
13415.0,4,502,800.67,0
13416.0,1,66,228.3,0
13417.0,4,370,1028.66,0
13418.0,15,3688,6106.17,3
13421.0,6,1239,2252.04,0
13423.0,1,141,217.03,0
13424.0,1,529,572.77,0
13425.0,2,1259,1779.42,0
13426.0,12,2623,4526.06,3
13427.0,3,335,423.93,0
13428.0,2,210,281.51,0
13431.0,6,898,2047.14,0
13432.0,2,217,439.1,0
13433.0,4,190,658.3199999999999,0
13434.0,3,564,1132.6200000000001,0
13435.0,2,662,665.34,0
13438.0,1,10,46.5,0
13439.0,2,710,702.9,0
13440.0,7,573,1295.25,0
13441.0,1,316,424.26,0
13442.0,3,115,419.87,0
13443.0,6,809,1280.16,0
13444.0,2,337,631.6800000000001,0
13445.0,1,198,241.89999999999998,0
13446.0,11,2403,3881.89,3
13448.0,9,2744,5701.5,0
13450.0,7,2336,2076.32,0
13451.0,6,3119,4214.77,0
13452.0,1,4,139.8,0
13453.0,1,207,424.71,0
13454.0,1,198,219.87,0
13455.0,5,631,1847.59,0
13457.0,2,96,148.22,0
13458.0,2,1252,2312.7,0
13459.0,2,986,1160.4099999999999,0
13461.0,3,1962,2715.0,0
13462.0,4,635,1002.35,0
13464.0,5,1037,2422.96,0
13465.0,2,584,931.12,0
13466.0,4,401,705.45,0
13468.0,38,3235,7685.54,3
13469.0,1,52,82.4,0
13472.0,2,310,592.24,0
13473.0,6,734,2235.12,0
13474.0,2,202,434.2,0
13476.0,3,296,823.0,0
13477.0,5,1074,1379.59,0
13478.0,5,1189,2215.78,0
13479.0,2,582,550.42,0
13480.0,2,362,627.82,0
13481.0,6,913,2026.28,0
13482.0,1,71,151.45,0
13484.0,2,180,476.92,0
13485.0,10,1521,2564.98,0
13487.0,2,97,271.47,0
13488.0,11,3373,6619.57,3
13490.0,1,25,154.25,0
13491.0,18,1482,3350.7400000000002,3
13495.0,6,1845,3329.39,0
13497.0,5,416,972.28,0
13498.0,1,362,327.38,0
13500.0,1,229,299.53,0
13501.0,2,693,1544.79,0
13502.0,2,226,488.5,0
13503.0,5,870,1688.54,0
13506.0,4,850,1180.68,0
13508.0,1,156,176.07999999999998,0
13509.0,1,108,135.0,0
13510.0,7,1658,2766.73,0
13511.0,1,60,282.76,0
13512.0,3,276,462.18,0
13513.0,2,255,619.49,0
13514.0,3,248,663.7,0
13515.0,2,138,374.7,0
13516.0,1,129,295.85,0
13519.0,1,110,220.46,0
13520.0,6,1640,3285.05,0
13523.0,2,602,1136.64,0
13526.0,2,1911,1182.0,0
13527.0,5,1070,2396.23,0
13530.0,1,272,402.97999999999996,0
13531.0,5,426,1254.72,0
13534.0,10,908,1850.82,0
13535.0,1,10,89.5,0
13537.0,2,337,717.85,0
13538.0,5,788,1831.88,0
13539.0,4,390,938.02,0
13540.0,3,189,632.39,0
13541.0,2,279,785.25,0
13542.0,17,815,4006.17,3
13543.0,2,329,1439.6100000000001,0
13544.0,4,231,537.59,0
13545.0,2,257,374.64,0
13546.0,2,230,465.15,0
13547.0,1,82,175.53,0
13548.0,1,124,226.57999999999998,0
13549.0,1,96,87.6,0
13550.0,1,454,349.51,0
13551.0,1,24,152.39999999999998,0
13552.0,10,1237,3238.85,0
13553.0,1,206,517.8,0
13554.0,7,582,1638.28,0
13555.0,9,2167,4849.91,0
13556.0,2,134,200.82,0
13557.0,11,1852,2448.2,0
13559.0,2,360,990.0,0
13561.0,10,1053,1678.86,0
13562.0,5,846,3038.85,0
13564.0,35,8590,15500.53,3
13565.0,1,88,174.57999999999998,0
13566.0,3,691,833.41,0
13567.0,4,645,1083.69,0
13569.0,3,238,520.03,0
13571.0,14,1438,2454.2200000000003,3
13573.0,4,357,622.07,0
13574.0,1,316,421.25,0
13576.0,11,1968,4834.400000000001,3
13577.0,7,870,1801.68,0
13578.0,1,127,147.66,0
13579.0,4,588,1072.0,0
13580.0,1,45,107.75,0
13581.0,1,89,162.53,0
13582.0,2,106,241.68,0
13583.0,1,372,664.001,0
13584.0,2,326,250.05,0
13585.0,3,1386,684.54,0
13586.0,1,39,131.53,0
13587.0,3,484,961.1,0
13589.0,4,179,741.09,0
13590.0,12,3428,4367.67,3
13591.0,4,365,976.8100000000001,0
13593.0,9,1459,3486.61,0
